软件开发中心-风控开发数据分析工程师,海通证券全国总部,上海,,07-22,"['上海\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招3人\xa0\xa0', '\xa0\xa007-22发布']",['国企'],['500-1000人'],['金融/投资/证券'],"['工作职责:', '1、根据部门工作安排，开展风险控制、风险分析、合规管理类等系统开发；', '2、参与各系统总体技术方案、概要及详细的设计和技术评审；', '3、负责按照配置管理要求完善并提交文档资料；', '4、负责单元测试用例的编制和实施；', '5、跟踪并分析在线环境系统相关问题；', '6、对软件进行后续升级和及时优化；', '7、其他相关工作。', '任职资格:', '1、2年以上java或数据统计开发经验；', '2、熟悉oracle、db2等数据库，熟练掌握java程序设计，SQL语言熟练掌握，对建模、性能优化有一定经验；', '3、具备严密的逻辑思维能力，较好的学习能力、具备良好的工作态度、沟通技巧和团队协作精神，正直诚信；', '4、具有证券金融行业风控合规类软件开发经验者优先。']"
用户增长（数据分析方向）,香飘飘食品股份有限公司,杭州-下城区,2-2.5万/月,07-22,"['杭州-下城区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa007-22发布']",['上市公司'],['1000-5000人'],['快速消费品(食品、饮料、化妆品)'],[]
高级数据集成工程师(SH),联合汽车电子有限公司（UAES）,上海-浦东新区,20-36万/年,07-22,"['上海-浦东新区\xa0\xa0', '\xa0\xa05-7年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa007-22发布\xa0\xa0', '\xa0\xa0英语熟练']",['合资'],['5000-10000人'],['汽车'],"['1、负责公司数据集成架构管理，从业务分析到数据建模、数据处理，主要包括：数据集成解决方案架构管理、跨应用数据集成管理、主数据管理、商业智能/大数据解决方案管理、跨云数据集成解决方案架构管理；', '2、负责完成数据集成的规划，并监控规划的实施和管理架构变更；', '3、负责数据集成、主数据、商业智能/大数据项目。', '任职资格:', '1、计算机专业或数据管理专业，本科及以上学历；', '2、5年以上数据管理/信息技术管理相关的工作经验；', '3、熟悉数据集成技术、主数据管理、商业智能与大数据、数据挖掘/分析等相关知识；', '4、良好的沟通能力、跨界学习能力；', '5、有汽车、电子行业背景优先考虑。']"
（杭州）外包数据库开发工程师,深圳市紫金支点技术股份有限公司,杭州-萧山区,1-1.6万/月,07-22,"['杭州-萧山区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa007-22发布']",['民营公司'],['1000-5000人'],"['计算机软件,计算机服务(系统、数据服务、维修)']","['学历要求', '大学本科学历，1年以上相关工作经验', '学历证书在学信网可以查询；', '专业要求', '***专业：计算机科学与技术、软件工程、计算机应用技术；', '适合专业：金融专业，财会专业；', '素质要求', '具备敬业、诚信、勤勉尽责、创新的职业精神；', '具有团队协作精神和客户服务意识；', '性格开朗、乐观，思维活跃，积极进取，有较强的学习能力', '数据库开发工程师', '本科及以上学历，计算机相关专业背景，有真实数据库开发经验；', '熟悉Mysql、DB2等数据库；', '熟悉SQL、存储过程开发；', '有HAWQ分布式数据库开发经验优先；', '有良好的问题分析和解决能力，有强烈的责任心和抗压能力，有良好的团队合作精神；']"
大数据运维工程师,云从科技,北京,1.5-2.5万/月,07-22,"['北京\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa007-22发布']",['民营公司'],['1000-5000人'],"['计算机软件,计算机服务(系统、数据服务、维修)']","['职责描述：', '1.负责大数据底层基础架构平台的运维、规划、部署、管理、扩容和优化等，保障服务的稳定性和可用性，发现并解决性能瓶颈等；', '2.负责组件cdh、kafka、flink、yarn等大数据组件运维调优，负责mysql、greenplum、clickhouse、redis、hbase等数据库运维调优秀；', '3.负责大数据产品的系统交付支持、运营监控预警运维等。', '职位要求:', '1.计算机或相关专业大学本科以上学历；', '2.5-10年以上工作经验；', '3.cdh、kafka、flink、yarn、mysql、greenplum、clickhouse、redis、hbase等经验比较丰富，有4年以上大中型集群运维、故障解决、调优的经验；', '4.熟悉 linux 系统下的操作、命令，熟悉 shell, python等脚本语言，能用脚本语言写简单工具对运维工作进行自动化；', '5.熟悉 jenkins/git/gitlab 等版本控制工具，熟悉k8s等容器管理；', '6.熟悉私有云虚拟化kvm等方案设计与运维以及主流得大数据管理套件cloudera、Hortonworks，掌握k8s-docker的使用；', '7.熟悉nginx/tomcat等web环境的管理/调优/安全。', '8.核心能力：kafka、flink、yarn、greenplum、hbase']"
助理数据师,世联土地房地产评估有限公司北京分公司,北京-朝阳区,3-4.5千/月,07-22,"['北京-朝阳区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招5人\xa0\xa0', '\xa0\xa007-22发布']",['民营公司'],['500-1000人'],"['专业服务(咨询、人力资源、财会),金融/投资/证券']","['岗位职责：', '1、参与公司房地产数据库的建设工作，整理楼盘数据信息；', '2、房地产市场相关数据信息收集、整理并入库；', '3、负责招聘、管理临时工小团队并按时完成工作；', '4、其他资料整理、存档、入库、会议纪要等工作。', '任职要求：', '1、大专及以上学历，熟悉应用办公软件。一年以上房地产行业工作经验，从事过数据、市场、研发等工作优先；', '2、欢迎本科优秀应届毕业生，经济、统计、房地产等相关专业优先；', '3、了解房地产基本数据结构、术语等相关房地产信息者优先；', '4、具有良好的房地产信息获取、整合以及总结能力；', '5、具有良好的沟通表达能力，有责任心，做事细致有条理且有较好的应变能力；', '6、服从领导安排，按时完成领导分配任务。']"
"销售经理-云,数据方向",上海昊硕企业管理咨询有限公司,深圳-福田区,2.5-3万/月,07-22,"['深圳-福田区\xa0\xa0', '\xa0\xa08-9年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa007-22发布']",['合资'],['50-150人'],['专业服务(咨询、人力资源、财会)'],['                                                    ']
大数据采集员,广州全形指数之狼科技有限公司,广州-天河区,0.5-1万/月,07-22,"['广州-天河区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0中专\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa007-22发布']",['上市公司'],['500-1000人'],['金融/投资/证券'],"['岗位描述：', '1、 按照公司提供的信息系统，指定系统完成公司所下达的数据采集工作；', '2、 负责将收集的有效信息进行记录并分类统计 ；', '3、 熟悉使用电脑，并会使用WORD文档汇总数据。', '岗位要求：', '1、大专毕业，对数字较为敏感，喜欢数据分析；', '2、对交易数据类产品有一定的认识。踏实，有责任心；', '3、具有较强学习能力和责任心，以及团队合作精神；', '4、 具备金融类型相关专业（经济、财务、法律、计算机、人力资源等）']"
亚马逊数据分析助理,深圳市茵卓尔科技有限公司,深圳-龙华新区,6-8千/月,07-22,"['深圳-龙华新区\xa0\xa0', '\xa0\xa0无需经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa007-22发布\xa0\xa0', '\xa0\xa0英语熟练\xa0\xa0', '\xa0\xa0统计学 数学与应用数学']",['民营公司'],['50-150人'],"['贸易/进出口,互联网/电子商务']","['一、岗位职责：', '1. 对亚马逊平台数据进行深入分析、挖掘和建模；', '2. 对用户行为数据进行分析和挖掘，建立数据分析体系及各项报表；', '3. 调研亚马逊新品、利润及竞品分析等，分析客户需求，提供销售策略数据支持；', '4. 负责公司月度、季度、年度库存数据分析，给出数据报表；', '二、任职要求：', '1. 大专以上学历，欢迎应届生；统计、数学、计算机信息工程等专业；', '2. 熟悉各种数据分析软件， 热爱数据分析，能够独立进行数据分析并给出结论；', '三、基本待遇：', '1. 行业内有竞争力的薪资待遇；', '2. 每天7.5小时（大小周）+国家法定假期；', '（工作时间：上午9：00-12：00 下午13：30-18：00）', '3. 入职购买社保，按照国家有关规定缴纳；', '4. 公司提供积极拼博的办公环境，为优秀的你提供广阔的发展平台；', '5. 办公环境宽敞优雅，交通便利【近地铁清湖站D出口和幸福城三期公交站】']"
数据分析师,武汉海云健康科技股份有限公司,武汉-洪山区,5-8千/月,07-22,"['武汉-洪山区\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa007-22发布\xa0\xa0', '\xa0\xa0统计学']",['民营公司'],['50-150人'],['计算机软件'],"['岗位职责&任职要求：', '1、本科以上学历；', '2、2年以上数据分析、数据统计、运营分析等相关工作经验；', '3、对数据敏感，具有良好的逻辑思维能力、理解业务的能力、沟通能力和表达能力', '4、能从数据分析角度支撑业务运营的决策，并对效果进行评估分析，不断推动业务优化', '5、熟练操作Excel表格，会使用常见的函数、透视表等，并能对数据进行解读和理解。', '6、有零售行业、数据分析统计、医药零售行业经验者优先。', '福利待遇 ：', '1、提供高弹性的薪酬模式，具体薪资待遇可面谈；', '2、公司员工享有双休、五险一金、法定假日、带薪假等；', '3、公司员工享有法定假日礼品、每月团建活动、生日福利、公费旅游等；', '4、公司内部员工均有培训晋升机会。公司定期或不定期举行技能、技术、管理等一系列培训，公司内部有管理岗位空缺皆会优先采用内部提拔制,晋升空间广阔！', '工作时间：', '8:30-18:00 周末双休 法定节假日休息']"
仓储单证专员 数据专员,安踏体育用品集团有限公司,泉州-惠安县,4-8千/月,07-22,"['泉州-惠安县\xa0\xa0', '\xa0\xa0在校生/应届生\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa007-22发布']",['民营公司'],['10000人以上'],"['服装/纺织/皮革,娱乐/休闲/体育']","['岗位职责：', '\xa0?\xa0负责回购仓各类运营报表的汇总收集、统计分析、定期发布工作；', '?\xa0协助对客户订单履行过程的进度监控、专项指标分析、瓶颈预测等工作；', '?\xa0协助业务流程各环节标准的规范、维护和控制，监督控制各流程环节的业务操作质量，监督控制客户协调服务工作的执行效率和质量；', '?\xa0协助执行成本费用预算的合理测算制订、过程控制、分析监督；组织执行各种管理或技术改进方式节约物流隐性成本，提升业务营运能力和成本效益率；', '?\xa0按照管理制度规范的要求，协助组织或执行各项管理工作的推广执行、控制改善；', '?\xa0为了保证回购仓全面绩效发展提升，支持体系绩效管理系统的推进、执行和发展，按照绩效管理标准和要求，协助组织或执行对组织KPI绩效管理的执行控制，对基层员工绩效管理体系的推广组织和执行控制；', '?\xa0协助组织或执行对团队规划建设，人员培训、锻炼、培养、发展等工作。', '任职要求：', '1.熟练使用各类办公软件', '2.对数据敏感，有较强的分析能力', '3.较强的沟通协调以及文字表达能力，抗压能力', '4.本科或以上学历，有经验者可放宽至大专']"
数据分析师,中科创达软件股份有限公司,南京-雨花台区,1.2-2万/月,07-22,"['南京-雨花台区\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招3人\xa0\xa0', '\xa0\xa007-22发布']",['上市公司'],['1000-5000人'],"['通信/电信/网络设备,计算机软件']",[]
初级大数据工程师,上海宏路数据技术股份有限公司,上海-虹口区,1.2-2万/月,07-22,"['上海-虹口区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa007-22发布']",['上市公司'],['150-500人'],"['互联网/电子商务,计算机服务(系统、数据服务、维修)']","['岗位职责：', '1.参与分布式服务设计及开发。', '2.参与大数据组件、中间件设计及开发。', '3.参与公司核心产品、项目研发，针对海量数据开发具有数据收集、统计、分析和挖掘能力的创新型产品。', '4.学习并研究大数据技术、最新动向以满足产品、项目的迭代需求。', '\xa0', '任职要求：', '1.扎实的计算机基础，1-3年大数据开发经验，掌握基本设计理念，熟练应用一门以上面向对象开发语言。', '2.扎实的数据结构基础，掌握常见算法。', '3.对solr、elasticsearch、消息队列等中间件具备基本认识，若有相关领域研究、开发经验则更佳。', '4.对关系型/非关系型数据库有一定认识，具备较好数据库的设计理念。', '5.对大数据生态有较好认识，具备spark,\xa0hive,\xa0hadoop,\xa0kafka,\xa0sqoop,\xa0kylin,\xa0azkaban等大数据组件开发、调优经验。', '6.有docker、k8s等容器使用经验者优先考虑。', '7.具备cloudera或hortonworks平台开发、部署经验者优先考虑。', '8.拥有个人博客或者有大型项目开发经验者优先考虑。', '9.拥有或参与开源项目者优先考虑。', '10.基础扎实的应届毕业生优先考虑、培养，共同成长。', '11.具备较好的品质，秉持正直、诚实、担当、奉献的价值理念，优秀应届生也可考虑。']"
